change_point_type,event_hourly_time,impressions
normal,2018-06-22 12:00:00,115476
normal,2018-06-22 13:00:00,122475
normal,2018-06-22 14:00:00,124389
normal,2018-06-22 15:00:00,128272
normal,2018-06-22 16:00:00,138006
normal,2018-06-22 17:00:00,140102
normal,2018-06-22 18:00:00,137608
normal,2018-06-22 19:00:00,141146
normal,2018-06-22 20:00:00,144851
normal,2018-06-22 21:00:00,146432
normal,2018-06-22 22:00:00,144226
normal,2018-06-22 23:00:00,132182
normal,2018-06-23 00:00:00,117136
normal,2018-06-23 01:00:00,91552
normal,2018-06-23 02:00:00,71124
normal,2018-06-23 03:00:00,52387
normal,2018-06-23 04:00:00,41244
normal,2018-06-23 05:00:00,35170
normal,2018-06-23 06:00:00,38121
normal,2018-06-23 07:00:00,49906
normal,2018-06-23 08:00:00,66762
normal,2018-06-23 09:00:00,90967
normal,2018-06-23 10:00:00,105057
normal,2018-06-23 11:00:00,118146
normal,2018-06-23 12:00:00,125854
normal,2018-06-23 13:00:00,128789
normal,2018-06-23 14:00:00,131526
normal,2018-06-23 15:00:00,131594
normal,2018-06-23 16:00:00,132003
normal,2018-06-23 17:00:00,132977
normal,2018-06-23 18:00:00,135012
normal,2018-06-23 19:00:00,133274
normal,2018-06-23 20:00:00,135756
normal,2018-06-23 21:00:00,138630
normal,2018-06-23 22:00:00,138618
normal,2018-06-23 23:00:00,130844
normal,2018-06-24 00:00:00,118218
normal,2018-06-24 01:00:00,96600
normal,2018-06-24 02:00:00,72890
normal,2018-06-24 03:00:00,56293
normal,2018-06-24 04:00:00,41809
normal,2018-06-24 05:00:00,34411
normal,2018-06-24 06:00:00,33674
normal,2018-06-24 07:00:00,42571
normal,2018-06-24 08:00:00,59630
normal,2018-06-24 09:00:00,83548
normal,2018-06-24 10:00:00,102932
normal,2018-06-24 11:00:00,118178
normal,2018-06-24 12:00:00,126596
normal,2018-06-24 13:00:00,132743
normal,2018-06-24 14:00:00,136361
normal,2018-06-24 15:00:00,138723
normal,2018-06-24 16:00:00,140562
normal,2018-06-24 17:00:00,140459
normal,2018-06-24 18:00:00,138421
normal,2018-06-24 19:00:00,140490
normal,2018-06-24 20:00:00,144763
normal,2018-06-24 21:00:00,145164
normal,2018-06-24 22:00:00,144436
normal,2018-06-24 23:00:00,130634
normal,2018-06-25 00:00:00,113618
normal,2018-06-25 01:00:00,89736
normal,2018-06-25 02:00:00,66548
normal,2018-06-25 03:00:00,49460
normal,2018-06-25 04:00:00,38584
normal,2018-06-25 05:00:00,34987
normal,2018-06-25 06:00:00,42681
normal,2018-06-25 07:00:00,54725
normal,2018-06-25 08:00:00,70269
normal,2018-06-25 09:00:00,88963
normal,2018-06-25 10:00:00,102132
normal,2018-06-25 11:00:00,109143
normal,2018-06-25 12:00:00,119960
normal,2018-06-25 13:00:00,126419
normal,2018-06-25 14:00:00,131201
normal,2018-06-25 15:00:00,132264
normal,2018-06-25 16:00:00,136065
normal,2018-06-25 17:00:00,143881
normal,2018-06-25 18:00:00,143351
normal,2018-06-25 19:00:00,144701
normal,2018-06-25 20:00:00,148466
normal,2018-06-25 21:00:00,153020
normal,2018-06-25 22:00:00,146615
normal,2018-06-25 23:00:00,132499
normal,2018-06-26 00:00:00,111986
normal,2018-06-26 01:00:00,86338
normal,2018-06-26 02:00:00,64380
normal,2018-06-26 03:00:00,49634
normal,2018-06-26 04:00:00,39313
normal,2018-06-26 05:00:00,36335
normal,2018-06-26 06:00:00,43572
normal,2018-06-26 07:00:00,56205
normal,2018-06-26 08:00:00,70514
normal,2018-06-26 09:00:00,85974
normal,2018-06-26 10:00:00,99602
normal,2018-06-26 11:00:00,112364
normal,2018-06-26 12:00:00,126299
normal,2018-06-26 13:00:00,134133
normal,2018-06-26 14:00:00,138657
normal,2018-06-26 15:00:00,139739
normal,2018-06-26 16:00:00,140388
normal,2018-06-26 17:00:00,144215
normal,2018-06-26 18:00:00,146119
normal,2018-06-26 19:00:00,152592
normal,2018-06-26 20:00:00,155707
normal,2018-06-26 21:00:00,156915
normal,2018-06-26 22:00:00,147424
normal,2018-06-26 23:00:00,131982
normal,2018-06-27 00:00:00,115336
normal,2018-06-27 01:00:00,90528
normal,2018-06-27 02:00:00,66168
normal,2018-06-27 03:00:00,49516
normal,2018-06-27 04:00:00,38376
normal,2018-06-27 05:00:00,35275
normal,2018-06-27 06:00:00,41897
normal,2018-06-27 07:00:00,54864
normal,2018-06-27 08:00:00,68716
normal,2018-06-27 09:00:00,84399
normal,2018-06-27 10:00:00,102961
normal,2018-06-27 11:00:00,117287
normal,2018-06-27 12:00:00,128138
normal,2018-06-27 13:00:00,137900
normal,2018-06-27 14:00:00,140126
normal,2018-06-27 15:00:00,143806
normal,2018-06-27 16:00:00,143594
normal,2018-06-27 17:00:00,152204
normal,2018-06-27 18:00:00,156417
normal,2018-06-27 19:00:00,156018
normal,2018-06-27 20:00:00,162219
normal,2018-06-27 21:00:00,161898
normal,2018-06-27 22:00:00,154028
normal,2018-06-27 23:00:00,138262
normal,2018-06-28 00:00:00,118649
normal,2018-06-28 01:00:00,92425
normal,2018-06-28 02:00:00,68933
normal,2018-06-28 03:00:00,51488
normal,2018-06-28 04:00:00,41015
normal,2018-06-28 05:00:00,36931
normal,2018-06-28 06:00:00,42886
normal,2018-06-28 07:00:00,56038
normal,2018-06-28 08:00:00,73667
normal,2018-06-28 09:00:00,91564
normal,2018-06-28 10:00:00,106833
normal,2018-06-28 11:00:00,114723
normal,2018-06-28 12:00:00,122482
normal,2018-06-28 13:00:00,127535
normal,2018-06-28 14:00:00,134219
normal,2018-06-28 15:00:00,136871
normal,2018-06-28 16:00:00,140353
normal,2018-06-28 17:00:00,144464
normal,2018-06-28 18:00:00,147124
normal,2018-06-28 19:00:00,148950
normal,2018-06-28 20:00:00,150084
normal,2018-06-28 21:00:00,152540
normal,2018-06-28 22:00:00,153678
normal,2018-06-28 23:00:00,137711
normal,2018-06-29 00:00:00,117896
normal,2018-06-29 01:00:00,93566
normal,2018-06-29 02:00:00,67560
normal,2018-06-29 03:00:00,49102
normal,2018-06-29 04:00:00,40682
normal,2018-06-29 05:00:00,37322
normal,2018-06-29 06:00:00,44830
normal,2018-06-29 07:00:00,56890
normal,2018-06-29 08:00:00,72061
normal,2018-06-29 09:00:00,88409
normal,2018-06-29 10:00:00,104132
normal,2018-06-29 11:00:00,117038
normal,2018-06-29 12:00:00,120472
normal,2018-06-29 13:00:00,122966
normal,2018-06-29 14:00:00,138487
normal,2018-06-29 15:00:00,135325
normal,2018-06-29 16:00:00,138421
normal,2018-06-29 17:00:00,143633
normal,2018-06-29 18:00:00,141373
normal,2018-06-29 19:00:00,145792
normal,2018-06-29 20:00:00,146730
normal,2018-06-29 21:00:00,151943
normal,2018-06-29 22:00:00,148997
normal,2018-06-29 23:00:00,138581
normal,2018-06-30 00:00:00,123689
normal,2018-06-30 01:00:00,99482
normal,2018-06-30 02:00:00,74395
normal,2018-06-30 03:00:00,55824
normal,2018-06-30 04:00:00,43630
normal,2018-06-30 05:00:00,37975
normal,2018-06-30 06:00:00,39646
normal,2018-06-30 07:00:00,50070
normal,2018-06-30 08:00:00,66662
normal,2018-06-30 09:00:00,87112
normal,2018-06-30 10:00:00,103771
normal,2018-06-30 11:00:00,117478
normal,2018-06-30 12:00:00,126611
normal,2018-06-30 13:00:00,132701
normal,2018-06-30 14:00:00,134026
normal,2018-06-30 15:00:00,133826
normal,2018-06-30 16:00:00,136899
normal,2018-06-30 17:00:00,137683
normal,2018-06-30 18:00:00,136864
normal,2018-06-30 19:00:00,134352
normal,2018-06-30 20:00:00,135539
normal,2018-06-30 21:00:00,137915
normal,2018-06-30 22:00:00,140108
normal,2018-06-30 23:00:00,131233
normal,2018-07-01 00:00:00,120274
normal,2018-07-01 01:00:00,97898
normal,2018-07-01 02:00:00,74769
normal,2018-07-01 03:00:00,55862
normal,2018-07-01 04:00:00,42797
normal,2018-07-01 05:00:00,35378
normal,2018-07-01 06:00:00,32344
normal,2018-07-01 07:00:00,39490
normal,2018-07-01 08:00:00,54698
normal,2018-07-01 09:00:00,75921
normal,2018-07-01 10:00:00,92725
normal,2018-07-01 11:00:00,108526
normal,2018-07-01 12:00:00,114625
normal,2018-07-01 13:00:00,123284
normal,2018-07-01 14:00:00,129507
normal,2018-07-01 15:00:00,133187
normal,2018-07-01 16:00:00,131530
normal,2018-07-01 17:00:00,137331
normal,2018-07-01 18:00:00,137825
normal,2018-07-01 19:00:00,137024
normal,2018-07-01 20:00:00,143730
normal,2018-07-01 21:00:00,145756
normal,2018-07-01 22:00:00,146554
normal,2018-07-01 23:00:00,135283
normal,2018-07-02 00:00:00,116344
normal,2018-07-02 01:00:00,91160
normal,2018-07-02 02:00:00,65865
normal,2018-07-02 03:00:00,47306
normal,2018-07-02 04:00:00,36212
normal,2018-07-02 05:00:00,33538
normal,2018-07-02 06:00:00,39481
normal,2018-07-02 07:00:00,50852
normal,2018-07-02 08:00:00,64129
normal,2018-07-02 09:00:00,79792
normal,2018-07-02 10:00:00,95669
normal,2018-07-02 11:00:00,107120
normal,2018-07-02 12:00:00,112800
normal,2018-07-02 13:00:00,118440
normal,2018-07-02 14:00:00,120301
normal,2018-07-02 15:00:00,123495
normal,2018-07-02 16:00:00,128220
normal,2018-07-02 17:00:00,133864
normal,2018-07-02 18:00:00,136447
normal,2018-07-02 19:00:00,137947
normal,2018-07-02 20:00:00,143459
normal,2018-07-02 21:00:00,144492
normal,2018-07-02 22:00:00,136751
normal,2018-07-02 23:00:00,121661
normal,2018-07-03 00:00:00,104267
normal,2018-07-03 01:00:00,84662
normal,2018-07-03 02:00:00,61634
normal,2018-07-03 03:00:00,45636
normal,2018-07-03 04:00:00,36435
normal,2018-07-03 05:00:00,33208
normal,2018-07-03 06:00:00,37287
normal,2018-07-03 07:00:00,50476
normal,2018-07-03 08:00:00,64134
normal,2018-07-03 09:00:00,79421
normal,2018-07-03 10:00:00,89653
normal,2018-07-03 11:00:00,100487
normal,2018-07-03 12:00:00,115322
normal,2018-07-03 13:00:00,122520
normal,2018-07-03 14:00:00,125596
normal,2018-07-03 15:00:00,126032
normal,2018-07-03 16:00:00,128447
normal,2018-07-03 17:00:00,133944
normal,2018-07-03 18:00:00,133987
normal,2018-07-03 19:00:00,135848
normal,2018-07-03 20:00:00,136138
normal,2018-07-03 21:00:00,136819
normal,2018-07-03 22:00:00,135294
normal,2018-07-03 23:00:00,127095
normal,2018-07-04 00:00:00,111779
normal,2018-07-04 01:00:00,87984
normal,2018-07-04 02:00:00,64526
normal,2018-07-04 03:00:00,49955
normal,2018-07-04 04:00:00,37882
normal,2018-07-04 05:00:00,32508
normal,2018-07-04 06:00:00,34834
normal,2018-07-04 07:00:00,42633
normal,2018-07-04 08:00:00,58572
normal,2018-07-04 09:00:00,77326
normal,2018-07-04 10:00:00,94513
normal,2018-07-04 11:00:00,107410
normal,2018-07-04 12:00:00,113071
normal,2018-07-04 13:00:00,115408
normal,2018-07-04 14:00:00,119365
normal,2018-07-04 15:00:00,129364
normal,2018-07-04 16:00:00,129597
normal,2018-07-04 17:00:00,129821
normal,2018-07-04 18:00:00,129757
normal,2018-07-04 19:00:00,129191
normal,2018-07-04 20:00:00,128939
normal,2018-07-04 21:00:00,127900
normal,2018-07-04 22:00:00,125844
normal,2018-07-04 23:00:00,122452
normal,2018-07-05 00:00:00,109355
normal,2018-07-05 01:00:00,88956
normal,2018-07-05 02:00:00,67459
normal,2018-07-05 03:00:00,49203
normal,2018-07-05 04:00:00,37416
normal,2018-07-05 05:00:00,33415
normal,2018-07-05 06:00:00,38917
normal,2018-07-05 07:00:00,48496
normal,2018-07-05 08:00:00,61788
normal,2018-07-05 09:00:00,76341
normal,2018-07-05 10:00:00,90512
normal,2018-07-05 11:00:00,102696
normal,2018-07-05 12:00:00,112148
normal,2018-07-05 13:00:00,126754
normal,2018-07-05 14:00:00,130370
normal,2018-07-05 15:00:00,131458
normal,2018-07-05 16:00:00,124443
normal,2018-07-05 17:00:00,127451
normal,2018-07-05 18:00:00,142377
normal,2018-07-05 19:00:00,145547
normal,2018-07-05 20:00:00,149192
normal,2018-07-05 21:00:00,150995
normal,2018-07-05 22:00:00,146860
normal,2018-07-05 23:00:00,132418
normal,2018-07-06 00:00:00,114909
normal,2018-07-06 01:00:00,91112
normal,2018-07-06 02:00:00,67420
normal,2018-07-06 03:00:00,50565
normal,2018-07-06 04:00:00,39935
normal,2018-07-06 05:00:00,36115
normal,2018-07-06 06:00:00,40602
normal,2018-07-06 07:00:00,52642
normal,2018-07-06 08:00:00,64779
normal,2018-07-06 09:00:00,75703
normal,2018-07-06 10:00:00,85224
normal,2018-07-06 11:00:00,92819
normal,2018-07-06 12:00:00,98886
normal,2018-07-06 13:00:00,103275
normal,2018-07-06 14:00:00,105811
normal,2018-07-06 15:00:00,106805
normal,2018-07-06 16:00:00,106657
normal,2018-07-06 17:00:00,110733
normal,2018-07-06 18:00:00,109639
normal,2018-07-06 19:00:00,106939
normal,2018-07-06 20:00:00,110039
normal,2018-07-06 21:00:00,111171
normal,2018-07-06 22:00:00,109705
normal,2018-07-06 23:00:00,102296
normal,2018-07-07 00:00:00,94687
normal,2018-07-07 01:00:00,76388
normal,2018-07-07 02:00:00,57342
normal,2018-07-07 03:00:00,42626
normal,2018-07-07 04:00:00,33605
normal,2018-07-07 05:00:00,29252
normal,2018-07-07 06:00:00,31079
normal,2018-07-07 07:00:00,39143
normal,2018-07-07 08:00:00,51341
normal,2018-07-07 09:00:00,67436
normal,2018-07-07 10:00:00,78547
normal,2018-07-07 11:00:00,87130
normal,2018-07-07 12:00:00,95496
normal,2018-07-07 13:00:00,98196
normal,2018-07-07 14:00:00,99028
normal,2018-07-07 15:00:00,101958
normal,2018-07-07 16:00:00,101701
normal,2018-07-07 17:00:00,101396
normal,2018-07-07 18:00:00,99961
normal,2018-07-07 19:00:00,99989
normal,2018-07-07 20:00:00,100410
normal,2018-07-07 21:00:00,104050
normal,2018-07-07 22:00:00,101117
normal,2018-07-07 23:00:00,97678
normal,2018-07-08 00:00:00,91099
normal,2018-07-08 01:00:00,76508
normal,2018-07-08 02:00:00,59826
normal,2018-07-08 03:00:00,45691
normal,2018-07-08 04:00:00,34545
normal,2018-07-08 05:00:00,28874
normal,2018-07-08 06:00:00,27717
normal,2018-07-08 07:00:00,33922
normal,2018-07-08 08:00:00,45571
normal,2018-07-08 09:00:00,61898
normal,2018-07-08 10:00:00,76183
normal,2018-07-08 11:00:00,87017
normal,2018-07-08 12:00:00,96843
normal,2018-07-08 13:00:00,103881
normal,2018-07-08 14:00:00,104737
normal,2018-07-08 15:00:00,106317
normal,2018-07-08 16:00:00,106803
normal,2018-07-08 17:00:00,106123
normal,2018-07-08 18:00:00,103181
normal,2018-07-08 19:00:00,101548
normal,2018-07-08 20:00:00,107210
normal,2018-07-08 21:00:00,108226
normal,2018-07-08 22:00:00,106183
normal,2018-07-08 23:00:00,96898
normal,2018-07-09 00:00:00,87286
normal,2018-07-09 01:00:00,69905
normal,2018-07-09 02:00:00,53492
normal,2018-07-09 03:00:00,40848
normal,2018-07-09 04:00:00,32550
normal,2018-07-09 05:00:00,30130
normal,2018-07-09 06:00:00,35131
normal,2018-07-09 07:00:00,44234
normal,2018-07-09 08:00:00,54770
normal,2018-07-09 09:00:00,66081
normal,2018-07-09 10:00:00,76436
normal,2018-07-09 11:00:00,82487
normal,2018-07-09 12:00:00,93295
normal,2018-07-09 13:00:00,96912
normal,2018-07-09 14:00:00,98972
normal,2018-07-09 15:00:00,101970
normal,2018-07-09 16:00:00,104510
normal,2018-07-09 17:00:00,107705
normal,2018-07-09 18:00:00,110080
normal,2018-07-09 19:00:00,111358
normal,2018-07-09 20:00:00,112560
normal,2018-07-09 21:00:00,112324
normal,2018-07-09 22:00:00,108340
normal,2018-07-09 23:00:00,97525
normal,2018-07-10 00:00:00,88231
normal,2018-07-10 01:00:00,69946
normal,2018-07-10 02:00:00,51260
normal,2018-07-10 03:00:00,37760
normal,2018-07-10 04:00:00,30642
normal,2018-07-10 05:00:00,29036
normal,2018-07-10 06:00:00,34819
normal,2018-07-10 07:00:00,42677
normal,2018-07-10 08:00:00,51108
normal,2018-07-10 09:00:00,63335
normal,2018-07-10 10:00:00,71640
normal,2018-07-10 11:00:00,81890
normal,2018-07-10 12:00:00,90676
normal,2018-07-10 13:00:00,96637
normal,2018-07-10 14:00:00,101264
normal,2018-07-10 15:00:00,106426
normal,2018-07-10 16:00:00,107873
normal,2018-07-10 17:00:00,109818
normal,2018-07-10 18:00:00,108601
normal,2018-07-10 19:00:00,109911
normal,2018-07-10 20:00:00,109753
normal,2018-07-10 21:00:00,100890
normal,2018-07-10 22:00:00,97586
normal,2018-07-10 23:00:00,91420
normal,2018-07-11 00:00:00,85478
normal,2018-07-11 01:00:00,67208
normal,2018-07-11 02:00:00,49766
normal,2018-07-11 03:00:00,38203
normal,2018-07-11 04:00:00,30815
normal,2018-07-11 05:00:00,28605
normal,2018-07-11 06:00:00,34851
normal,2018-07-11 07:00:00,44409
normal,2018-07-11 08:00:00,53858
normal,2018-07-11 09:00:00,66659
normal,2018-07-11 10:00:00,76871
normal,2018-07-11 11:00:00,85422
normal,2018-07-11 12:00:00,96337
normal,2018-07-11 13:00:00,107258
normal,2018-07-11 14:00:00,103225
normal,2018-07-11 15:00:00,105472
normal,2018-07-11 16:00:00,108453
normal,2018-07-11 17:00:00,112829
normal,2018-07-11 18:00:00,115350
normal,2018-07-11 19:00:00,115425
normal,2018-07-11 20:00:00,118704
normal,2018-07-11 21:00:00,116467
normal,2018-07-11 22:00:00,112641
normal,2018-07-11 23:00:00,100626
normal,2018-07-12 00:00:00,86891
normal,2018-07-12 01:00:00,67955
normal,2018-07-12 02:00:00,51448
normal,2018-07-12 03:00:00,38986
normal,2018-07-12 04:00:00,32167
normal,2018-07-12 05:00:00,30366
normal,2018-07-12 06:00:00,33669
normal,2018-07-12 07:00:00,42733
normal,2018-07-12 08:00:00,55078
normal,2018-07-12 09:00:00,66466
normal,2018-07-12 10:00:00,75711
normal,2018-07-12 11:00:00,85410
normal,2018-07-12 12:00:00,93084
normal,2018-07-12 13:00:00,98186
normal,2018-07-12 14:00:00,100174
normal,2018-07-12 15:00:00,103184
normal,2018-07-12 16:00:00,106610
normal,2018-07-12 17:00:00,110208
normal,2018-07-12 18:00:00,111845
normal,2018-07-12 19:00:00,111486
normal,2018-07-12 20:00:00,115572
normal,2018-07-12 21:00:00,110985
normal,2018-07-12 22:00:00,106398
normal,2018-07-12 23:00:00,98498
normal,2018-07-13 00:00:00,81706
normal,2018-07-13 01:00:00,66789
normal,2018-07-13 02:00:00,49702
normal,2018-07-13 03:00:00,38246
normal,2018-07-13 04:00:00,31916
normal,2018-07-13 05:00:00,30019
normal,2018-07-13 06:00:00,34982
normal,2018-07-13 07:00:00,44915
normal,2018-07-13 08:00:00,56194
normal,2018-07-13 09:00:00,69839
normal,2018-07-13 10:00:00,81102
normal,2018-07-13 11:00:00,89965
normal,2018-07-13 12:00:00,93303
normal,2018-07-13 13:00:00,95036
normal,2018-07-13 14:00:00,94983
normal,2018-07-13 15:00:00,96835
normal,2018-07-13 16:00:00,98669
normal,2018-07-13 17:00:00,100537
normal,2018-07-13 18:00:00,101248
normal,2018-07-13 19:00:00,103367
normal,2018-07-13 20:00:00,104479
normal,2018-07-13 21:00:00,105176
normal,2018-07-13 22:00:00,102495
normal,2018-07-13 23:00:00,92452
